m_ht_in
57
62
64
63
60
48
60
99
62
64
62
62
59
65
60
63
60
61
66
65
62
64
61
59
62
63
60
62
60
59
61
66
62
64
64
60
66
62
61
62
59
61
66
63
64
60
64
36
60
57
62
62
66
63
99
67
63
59
61
59
60
63
63
60
66
66
61
63
60
62
60
61
65
61
67
65
60
64
63
60
61
62
60
58
60
63
66
64
65
66
67
60
63
63
62
99
61
99
59
58
64
59
64
62
59
67
62
56
65
64
99
65
99
61
56
64
61
62
61
60
62
62
61
65
61
99
64
62
64
59
60
61
59
62
62
99
62
63
62
99
59
72
64
69
67
67
60
62
63
64
66
99
64
64
62
60
60
60
59
59
64
60
60
61
63
62
65
64
60
60
61
60
65
66
60
60
63
60
58
64
99
99
65
63
60
58
60
65
65
66
63
60
63
63
61
99
63
61
66
64
62
62
63
63
60
99
62
63
63
57
60
67
64
68
68
66
66
60
64
64
64
61
65
62
59
60
65
62
60
61
63
68
61
62
64
62
59
67
61
61
59
62
59
62
60
64
63
59
63
60
65
61
59
67
62
60
58
63
63
64
62
62
64
64
59
63
61
62
61
55
61
67
67
99
99
64
61
61
59
65
62
60
66
66
66
64
99
61
55
63
60
67
65
64
64
65
58
66
62
62
63
53
61
59
61
64
60
99
62
61
63
99
65
62
64
60
63
62
67
66
60
60
63
59
61
61
63
63
69
99
63
65
99
63
61
64
59
64
63
54
58
62
63
60
62
63
62
60
63
63
62
62
60
58
61
63
65
59
62
60
99
63
62
65
58
62
64
60
66
63
66
62
61
64
60
70
62
64
99
66
66
59
57
99
60
62
66
68
60
61
64
61
63
62
67
99
60
63
62
62
63
68
65
62
58
64
61
59
61
65
61
61
64
64
62
99
67
63
61
61
57
62
64
63
59
63
64
64
62
64
59
69
60
61
65
65
62
60
99
66
62
60
59
64
62
62
62
67
63
64
61
64
62
62
60
63
62
62
64
65
61
62
60
71
60
66
56
67
63
65
66
64
99
99
61
62
62
61
63
64
64
59
99
62
62
99
65
64
99
99
61
63
63
64
61
61
65
99
63
62
61
61
61
63
64
62
53
64
62
64
60
65
61
65
99
60
61
64
63
61
64
60
64
61
99
71
63
64
67
62
62
63
61
61
62
61
62
64
70
61
62
48
62
64
66
61
63
66
63
60
62
63
65
99
63
56
59
62
59
49
64
61
58
64
62
68
64
64
60
61
62
63
59
64
64
57
61
59
60
65
60
63
62
60
62
65
63
60
60
64
61
61
64
64
62
61
66
64
62
68
64
63
61
76
61
68
65
61
59
66
53
63
99
66
58
62
67
63
63
66
60
64
62
64
64
60
62
59
63
68
62
63
59
62
64
68
63
63
63
99
59
99
62
62
62
60
61
62
62
61
61
62
62
64
63
63
64
64
61
62
58
61
69
61
64
61
62
62
64
61
61
59
61
59
56
61
60
63
64
67
62
60
66
67
64
99
99
64
60
99
59
59
57
62
63
63
58
61
64
63
64
62
62
64
60
62
64
53
62
61
62
62
63
66
99
99
56
61
99
62
61
67
66
59
59
65
69
65
62
68
66
64
60
62
62
59
60
66
59
64
62
62
57
61
99
62
63
64
60
63
65
64
63
65
65
63
61
63
63
60
99
62
62
59
60
62
64
65
62
77
66
64
63
64
64
61
68
60
99
64
99
99
99
64
59
99
65
65
64
62
65
64
61
65
63
63
61
65
65
64
67
65
63
65
61
60
65
58
64
63
53
58
52
63
64
62
62
60
64
59
65
59
65
64
66
66
62
64
60
64
62
65
63
60
69
64
62
99
67
62
59
57
62
64
64
61
64
64
63
64
59
62
66
65
62
65
62
65
63
60
64
64
62
68
64
62
65
57
64
60
65
63
63
59
60
64
64
63
63
65
62
64
64
61
61
59
61
65
60
62
60
62
65
62
62
59
64
65
66
65
62
62
59
67
62
63
66
63
66
65
63
65
64
61
63
59
61
66
63
54
64
60
62
61
67
64
62
63
64
54
60
60
61
65
64
60
64
59
67
66
62
62
63
61
63
66
64
64
65
61
58
65
63
64
62
64
65
68
64
63
65
66
59
65
63
60
62
66
60
61
63
61
62
68
63
63
64
65
62
62
61
63
57
62
69
63
62
59
62
61
60
61
61
64
62
63
60
64
62
61
64
67
60
61
62
60
64
65
65
64
62
60
66
63
64
60
63
57
60
63
62
70
61
64
64
65
67
61
66
61
62
60
62
57
61
62
66
64
62
62
64
62
52
60
62
64
64
66
62
64
65
60
60
63
67
64
59
63
59
64
64
67
68
64
64
63
64
62
63
60
62
63
64
67
65
63
67
64
63
60
62
64
63
65
68
61
59
62
63
63
67
60
63
60
60
63
65
59
65
64
62
66
63
64
63
60
63
66
65
68
65
62
65
62
62
61
61
64
63
59
63
65
66
62
63
63
64
67
60
60
58
66
63
64
63
68
62
60
65
64
64
59
63
65
62
66
59
64
63
65
57
64
65
66
57
62
61
63
64
63
64
63
65
64
56
57
63
64
64
62
64
66
63
66
64
59
63
63
64
62
66
65
65
63
61
63
64
64
63
59
63
63
60
62
65
67
66
61
62
61
59
63
63
61
60
65
66
64
63
61
62
65
67
61
65
61
61
66
64
62
63
62
61
60
62
63
60
61
65
62
64
59
64
63
66
63
58
59
60
63
65
65
61
60
65
65
65
63
71
62
66
62
66
61
59
67
60
62
61
60
62
65
62
61
66
64
62
65
68
67
71
61
62
66
63
60
64
66
61
61
65
57
61
66
64
68
62
68
63
62
64
62
60
60
63
62
64
61
66
67
66
58
64
61
62
64
59
66
63
62
64
67
59
63
67
67
67
64
64
66
67
63
63
62
63
64
63
64
63
63
61
64
64
62
62
64
66
61
61
60
64
65
60
63
64
67
64
62
64
62
64
67
63
63
60
64
62
65
59
65
65
61
61
60
63
60
65
64
61
64
62
59
57
65
62
66
63
59
63
63
65
65
65
64
60
64
64
64
66
64
65
60
60
63
67
66
61
64
66
66
62
62
61
62
62
61
61
62
65
65
59
60
63
60
65
99
67
63
63
64
61
63
64
49
69
63
60
62
61
67
62
64
68
66
78
64
64
64
60
62
65
65
62
63
63
61
62
62
48
62
61
64
61
64
62
63
63
61
67
61
64
64
63
59
62
63
63
66
62
59
49
62
64
65
65
66
63
64
64
66
66
61
56
57
67
61
60
63
63
64
64
64
62
64
62
63
59
66
63
63
63
63
63
63
62
66
60
61
60
57
62
65
64
65
64
69
66
62
62
64
99
65
68
62
64
64
63
60
63
65
60
64
62
61
62
64
61
63
67
59
64
64
62
62
61
63
66
66
64
67
66
64
64
60
61
49
66
63
63
62
65
66
63
62
64
65
59
59
62
62
65
64
65
62
62
65
63
63
60
60
65
64
61
59
64
61
63
61
61
61
63
65
61
61
64
64
66
62
64
66
64
66
63
63
64
57
67
64
61
61
61
63
65
61
62
62
59
65
63
64
61
62
63
60
60
62
66
59
62
60
62
62
64
57
65
64
68
49
63
63
64
63
64
99
60
61
61
66
65
66
62
60
66
64
63
49
49
59
67
65
65
66
68
60
62
65
64
60
60
66
66
62
64
62
64
62
54
49
49
62
63
61
62
68
60
63
63
61
68
62
62
65
66
66
63
60
62
66
62
66
63
67
64
64
63
49
64
63
63
66
62
67
64
49
60
63
60
64
62
61
63
66
60
59
62
60
62
59
64
67
65
65
65
64
63
63
65
64
62
62
62
64
68
66
61
64
63
67
69
64
63
63
59
60
63
60
70
67
65
60
63
64
64
63
62
64
60
59
63
49
60
66
63
63
61
63
65
62
58
65
63
63
65
68
66
64
63
61
64
64
59
60
63
63
62
65
62
62
68
64
65
63
60
60
58
62
63
60
61
61
65
64
64
64
65
59
66
60
62
65
66
61
65
63
64
69
61
61
63
61
67
63
66
99
60
64
60
61
62
68
62
56
58
60
60
67
60
61
61
64
65
62
64
63
68
62
68
64
66
63
61
62
59
60
60
64
62
61
68
61
60
61
60
60
61
64
62
59
63
63
60
62
64
62
62
67
64
63
62
68
63
66
62
62
60
63
64
62
68
63
49
66
60
66
64
49
64
62
62
63
60
63
62
61
63
62
60
66
64
67
63
60
64
64
61
63
63
62
69
66
62
61
66
63
62
60
67
57
49
61
60
69
67
60
64
67
61
60
60
64
67
66
61
63
63
59
49
63
63
68
67
63
60
67
61
99
62
62
61
62
60
60
66
64
60
64
66
63
70
64
68
62
60
65
59
65
62
65
65
66
66
62
61
60
62
61
66
62
62
72
63
60
64
71
64
62
71
62
66
66
59
62
62
60
59
58
61
62
60
65
69
66
62
61
65
61
65
61
67
68
65
59
65
65
64
70
65
66
65
60
60
67
68
66
63
60
66
63
65
64
66
65
66
60
62
63
63
63
65
67
65
65
62
62
67
65
62
67
63
59
61
64
62
63
61
67
61
62
63
63
64
64
61
61
65
65
64
59
63
63
59
66
63
63
62
67
62
61
63
65
66
62
66
63
63
69
67
61
68
62
65
63
62
63
62
63
61
62
61
64
63
62
66
63
65
62
58
65
59
60
65
61
62
67
62
62
62
61
63
66
62
61
62
63
61
66
64
62
65
61
61
65
64
60
63
68
67
65
60
61
61
60
62
61
66
65
65
69
66
61
60
63
65
64
61
60
62
60
64
60
62
64
61
63
62
62
62
64
62
69
67
64
69
63
60
61
65
64
65
61
64
60
67
62
61
61
62
62
59
57
64
61
63
62
65
67
61
64
67
65
64
64
67
63
64
65
64
62
63
66
68
65
67
63
64
63
67
62
62
63
63
64
68
63
66
61
66
62
66
64
67
64
65
64
67
71
63
64
71
71
63
68
64
65
62
64
65
66
65
59
62
59
62
60
64
58
63
64
62
64
68
63
62
64
63
62
62
61
62
60
63
66
63
66
65
63
63
64
63
62
63
62
63
65
67
71
66
66
66
63
64
63
66
60
62
60
61
71
64
65
59
62
61
62
65
65
65
61
64
64
59
62
70
63
59
61
65
62
62
62
63
62
68
62
65
62
61
65
61
62
62
63
62
60
65
64
65
62
66
59
67
65
63
64
67
65
65
67
60
66
64
59
60
60
63
65
63
61
68
63
62
62
62
66
67
61
63
61
65
66
62
64
68
63
68
68
64
66
65
66
63
65
65
63
62
64
66
64
62
62
69
67
63
62
56
68
64
69
62
67
70
64
69
62
60
60
64
63
62
68
52
62
62
64
66
63
63
61
60
66
70
63
62
63
61
63
50
62
60
66
63
60
60
62
62
62
61
71
61
63
67
62
63
61
62
61
65
64
64
60
67
61
66
68
61
58
67
70
60
63
62
65
62
62
69
62
67
64
62
61
65
60
62
63
64
63
70
67
65
67
60
66
62
66
63
61
63
62
60
64
66
65
65
64
62
60
67
65
64
64
64
64
62
65
65
60
63
51
62
60
62
65
65
61
59
60
63
63
63
62
60
62
69
63
62
61
64
62
62
60
62
62
62
65
61
62
63
64
59
62
68
61
67
64
63
62
64
65
69
60
66
67
63
65
59
62
59
62
66
59
62
63
61
59
62
61
60
62
62
63
61
62
64
62
66
65
62
60
63
59
67
63
48
61
62
63
63
60
66
61
61
66
60
64
62
64
63
67
61
65
65
68
63
63
68
68
64
60
62
65
62
63
60
66
64
62
62
65
64
62
65
63
62
63
65
62
64
62
60
65
64
61
64
64
69
61
63
63
65
62
59
62
66
64
64
59
67
62
64
62
56
61
57
64
62
66
64
65
62
71
65
64
63
63
60
63
66
63
64
62
68
62
59
64
59
69
67
65
61
66
66
62
61
61
60
65
60
63
60
65
65
68
63
62
66
64
63
62
70
65
63
68
63
58
63
64
61
63
61
63
67
62
65
67
64
60
62
57
65
62
63
65
64
64
62
69
63
67
59
64
63
61
65
63
61
69
60
61
60
66
65
63
61
64
64
64
67
62
63
61
67
59
62
70
62
58
62
62
67
62
67
64
61
61
63
66
62
68
63
63
62
63
65
64
65
63
65
61
67
60
62
54
62
62
60
64
66
61
64
68
59
64
60
62
64
73
64
68
71
65
66
70
61
63
62
60
61
63
65
63
65
66
60
66
66
59
66
60
65
62
64
61
61
62
64
67
65
63
66
61
61
64
61
65
65
61
65
61
65
72
61
66
66
60
61
65
60
62
60
62
64
62
64
61
61
57
65
63
69
66
60
64
65
63
63
64
68
61
59
62
60
63
60
62
63
64
65
63
61
60
64
63
64
66
66
66
71
63
60
65
64
59
65
68
62
58
63
67
66
68
67
65
62
63
69
64
62
62
59
62
64
68
66
63
61
64
60
66
64
64
65
63
66
62
60
58
63
64
64
65
62
65
66
62
63
63
63
63
64
63
64
61
64
65
64
64
63
63
64
71
65
71
59
58
61
63
61
64
65
62
66
63
60
67
64
63
66
62
60
64
64
60
70
65
62
71
63
64
64
62
59
63
61
63
64
62
64
64
65
64
66
60
59
63
60
66
61
64
63
64
61
66
63
58
61
62
60
66
65
63
62
65
60
65
65
70
63
63
62
60
63
60
65
59
69
69
62
65
65
63
68
61
63
62
65
61
63
61
62
61
62
62
61
63
63
62
62
57
67
63
61
62
69
67
60
71
62
66
67
64
61
61
63
60
62
62
66
63
62
67
62
65
70
64
62
65
64
62
62
64
67
62
62
67
64
61
62
61
66
64
71
63
64
60
64
62
62
62
67
64
62
63
62
64
60
65
64
64
64
63
66
61
62
66
62
65
62
69
61
71
65
63
63
68
62
67
64
64
64
67
66
68
63
64
62
68
68
65
65
63
65
61
60
65
63
63
60
63
62
63
62
60
66
66
62
67
64
62
63
67
64
62
61
62
65
61
61
64
65
64
65
62
66
64
60
61
64
64
63
65
61
59
56
63
68
63
64
63
67
64
66
62
59
62
64
60
63
61
61
60
64
56
61
65
67
58
62
67
63
60
65
63
62
60
66
61
60
69
62
60
61
62
62
60
64
62
63
65
67
61
61
66
63
62
61
62
63
62
65
64
64
65
60
64
62
61
71
66
61
66
62
62
58
62
60
62
64
61
66
65
65
60
60
60
66
64
64
66
67
62
66
66
66
61
61
67
62
69
61
61
59
61
61
64
64
59
60
60
62
63
61
59
59
64
64
62
64
63
65
62
63
64
60
64
66
64
63
65
66
67
67
66
67
64
65
66
64
62
68
65
67
63
62
63
60
61
68
61
67
63
57
60
60
65
66
63
63
62
64
65
60
62
62
64
64
62
67
62
69
63
58
62
64
63
61
64
64
61
62
62
63
65
62
64
69
61
67
69
63
61
65
69
65
66
66
63
63
61
61
67
62
64
64
66
62
63
64
60
63
61
63
60
63
61
65
64
62
66
64
63
64
67
62
64
64
61
61
63
64
61
58
67
62
64
59
60
66
64
64
64
64
62
64
69
59
61
70
61
64
63
64
63
60
62
69
62
69
63
58
62
64
69
65
60
64
65
65
67
66
61
62
63
69
62
67
66
64
65
65
61
67
65
63
61
65
63
66
65
67
68
61
61
58
61
63
59
60
62
61
63
67
63
64
64
62
61
63
63
64
62
65
68
68
63
60
65
63
63
69
62
62
64
69
67
62
66
62
60
54
63
62
63
66
67
62
63
61
59
64
66
59
62
69
65
62
65
63
56
61
64
62
68
65
62
63
62
60
61
66
64
60
64
62
65
59
64
62
63
59
61
62
60
59
62
64
61
68
63
68
62
61
68
62
64
65
64
65
64
64
69
60
62
65
63
62
62
63
65
62
63
62
64
66
63
61
61
61
64
62
62
68
63
63
64
68
66
64
60
63
62
67
63
61
61
63
63
61
61
69
63
64
66
62
62
61
62
64
63
63
67
68
59
67
62
65
66
65
59
62
61
66
64
63
62
65
70
64
64
62
64
59
64
63
62
60
64
62
68
62
69
64
60
61
64
63
48
63
64
62
63
64
65
66
62
63
67
66
61
62
65
66
63
60
62
63
64
62
63
70
62
62
60
62
57
63
63
63
66
62
60
64
64
65
59
61
63
64
61
59
59
64
67
62
57
64
69
62
68
64
66
65
62
67
61
65
61
66
63
62
64
66
63
66
61
62
63
62
65
65
62
64
62
64
69
63
64
61
64
60
60
65
64
70
61
60
62
62
62
65
62
65
66
63
59
64
67
61
65
67
65
60
68
65
62
66
68
61
61
64
67
66
69
62
60
64
61
61
63
65
60
67
63
63
59
69
63
65
62
64
61
62
69
60
63
68
66
63
70
61
63
59
59
61
62
66
62
60
65
62
67
62
62
63
63
60
64
67
60
63
64
67
63
64
65
60
60
70
61
61
62
62
67
64
64
64
64
65
72
62
62
66
67
68
63
65
69
62
62
59
64
63
61
68
64
66
66
61
66
63
62
62
63
60
66
63
62
62
64
61
67
66
70
62
65
64
62
61
63
61
64
60
63
61
62
62
63
63
60
66
63
64
65
57
60
68
64
63
66
62
61
65
62
62
61
63
64
62
62
62
60
60
67
65
64
65
64
59
64
62
64
62
78
61
63
60
60
62
61
49
66
68
59
66
64
61
67
68
61
63
66
64
60
64
67
62
66
63
67
62
59
69
68
65
63
65
63
62
62
70
70
67
62
66
59
60
66
65
62
62
64
62
61
64
63
63
61
65
59
66
63
61
64
62
63
62
63
64
61
67
62
66
63
63
61
62
62
62
60
67
59
62
63
63
61
61
64
64
67
66
60
61
71
61
62
66
58
63
66
60
63
63
67
67
69
60
63
63
67
62
65
66
67
63
66
64
62
60
63
61
61
64
67
66
63
65
60
63
67
66
59
63
56
65
59
62
65
71
59
64
61
61
67
62
63
58
60
61
64
61
61
62
62
63
62
61
60
64
71
70
64
64
66
63
67
62
71
67
66
59
63
65
67
69
66
63
63
59
61
60
64
62
62
64
62
63
64
66
66
64
59
64
65
63
61
65
59
68
64
61
64
63
65
63
64
60
62
66
61
63
63
65
65
60
65
60
61
59
63
61
64
63
64
65
62
63
70
69
61
60
61
66
63
66
66
62
60
63
60
69
63
63
64
69
62
64
66
63
63
62
61
60
60
64
66
66
63
65
63
61
64
66
64
59
65
62
62
66
65
63
58
60
62
64
62
63
68
63
63
62
68
64
61
65
66
67
63
62
65
65
62
65
65
65
61
60
63
62
64
62
61
61
62
64
60
71
65
62
62
65
58
62
61
64
72
63
60
63
66
66
62
62
59
62
63
63
61
63
65
63
59
62
65
65
66
64
61
68
60
62
60
67
63
63
67
67
61
68
65
62
61
67
63
63
68
63
63
63
62
62
66
60
64
64
66
64
59
63
62
67
65
65
62
62
63
65
63
67
58
65
65
68
61
63
68
66
60
61
61
64
61
65
61
60
66
64
59
63
62
57
64
61
61
67
66
67
64
62
66
63
62
66
62
62
59
65
61
62
64
62
62
64
62
62
64
69
66
66
64
62
57
61
59
60
61
62
63
64
66
63
62
64
63
64
60
61
62
60
62
67
61
70
64
64
64
64
64
61
63
65
64
63
59
60
63
61
61
59
63
63
63
64
65
66
66
67
62
62
61
60
61
63
67
69
61
61
63
64
65
57
62
63
62
59
64
64
65
63
61
65
65
63
67
60
63
61
64
63
62
65
69
66
62
62
63
64
66
63
63
63
64
62
65
67
67
61
66
64
60
60
64
58
60
63
62
61
59
65
66
67
64
64
64
62
60
65
66
67
63
61
70
67
61
66
61
65
62
66
73
65
61
57
61
61
66
61
65
64
66
68
62
62
61
63
65
62
60
65
62
63
64
67
60
64
62
60
65
65
64
64
64
63
63
63
63
59
65
66
